1995.08.01,00:00,1.41030,1.42470,1.30720,1.33250,5347
1995.09.01,00:00,1.33280,1.38860,1.30000,1.36960,5103
1995.10.01,00:00,1.36870,1.41600,1.35480,1.38750,4823
1995.11.01,00:00,1.38760,1.39930,1.34850,1.35290,3978
1995.12.01,00:00,1.35260,1.37030,1.34520,1.36030,3435
1996.01.01,00:00,1.36170,1.36690,1.30880,1.31510,3557
1996.02.01,00:00,1.31420,1.35660,1.30840,1.32800,3332
1996.03.01,00:00,1.32780,1.33390,1.31080,1.32240,2800
1996.04.01,00:00,1.32260,1.32690,1.27370,1.27690,2736
1996.05.01,00:00,1.27680,1.29200,1.26170,1.28390,2443
1996.06.01,00:00,1.28390,1.29490,1.26570,1.28090,2667
1996.07.01,00:00,1.28090,1.33530,1.25960,1.32890,3660
1996.08.01,00:00,1.32880,1.33050,1.30720,1.31890,2424
1996.09.01,00:00,1.31890,1.32270,1.27910,1.28370,2612
1996.10.01,00:00,1.28370,1.29930,1.26580,1.28870,2487
1996.11.01,00:00,1.28860,1.31380,1.27030,1.27040,3282
1996.12.01,00:00,1.27170,1.28270,1.24240,1.26870,3731
1997.01.01,00:00,1.26730,1.27150,1.18050,1.19480,4407
1997.02.01,00:00,1.19240,1.19510,1.14560,1.15720,3274
1997.03.01,00:00,1.15500,1.17680,1.13640,1.16820,3043
1997.04.01,00:00,1.16820,1.17620,1.12440,1.13040,2897
1997.05.01,00:00,1.13020,1.17280,1.12730,1.14540,3861
1997.06.01,00:00,1.14560,1.14890,1.11990,1.12130,2806
1997.07.01,00:00,1.12100,1.12440,1.05770,1.06380,3450
1997.08.01,00:00,1.06340,1.09470,1.03440,1.08190,4138
1997.09.01,00:00,1.07880,1.11930,1.06310,1.11130,3883
1997.10.01,00:00,1.11130,1.14400,1.09130,1.13340,4006
1997.11.01,00:00,1.13400,1.15370,1.10570,1.10910,3133
1997.12.01,00:00,1.10970,1.11250,1.08670,1.08740,2737
1998.01.01,00:00,1.08800,1.11580,1.06080,1.06860,3695
1998.02.01,00:00,1.06720,1.09620,1.06460,1.07670,3012
1998.03.01,00:00,1.07780,1.09620,1.07210,1.07690,3361
1998.04.01,00:00,1.07550,1.11010,1.07000,1.10250,3105
1998.05.01,00:00,1.10100,1.12160,1.09910,1.10340,2234
1998.06.01,00:00,1.10100,1.11880,1.08600,1.09830,3098
1998.07.01,00:00,1.09590,1.11780,1.07900,1.11000,3063
1998.08.01,00:00,1.10800,1.13060,1.08760,1.13060,3360
1998.09.01,00:00,1.12900,1.18400,1.11920,1.18010,4879
1998.10.01,00:00,1.17770,1.24010,1.17700,1.19020,5466
1998.11.01,00:00,1.19050,1.19430,1.14550,1.16000,3795
1998.12.01,00:00,1.15950,1.19670,1.15650,1.17240,3879
1999.01.01,00:00,1.17950,1.18600,1.13400,1.13680,358705
1999.02.01,00:00,1.13800,1.14020,1.09220,1.10290,337546
1999.03.01,00:00,1.09920,1.10740,1.06780,1.07620,489951
1999.04.01,00:00,1.07640,1.08870,1.05450,1.05750,420310
1999.05.01,00:00,1.05890,1.08360,1.03950,1.04200,491777
1999.06.01,00:00,1.04240,1.05660,1.02560,1.03590,589653
1999.07.01,00:00,1.03610,1.07460,1.01040,1.07080,438950
1999.08.01,00:00,1.06970,1.08290,1.03950,1.05640,343488
1999.09.01,00:00,1.05640,1.07330,1.02840,1.06780,344587
1999.10.01,00:00,1.06800,1.09170,1.04290,1.05210,417636
1999.11.01,00:00,1.05360,1.05980,1.00340,1.00880,476727
1999.12.01,00:00,1.00860,1.03000,0.99860,1.00860,360151
2000.01.01,00:00,1.00800,1.04190,0.96650,0.97110,490098
2000.02.01,00:00,0.97110,1.00940,0.93990,0.96260,388704
2000.03.01,00:00,0.96280,0.97970,0.94760,0.95760,441303
2000.04.01,00:00,0.95680,0.97150,0.90570,0.91120,292871
2000.05.01,00:00,0.91130,0.94150,0.88400,0.93650,290421
2000.06.01,00:00,0.93630,0.97040,0.92820,0.95270,380477
2000.07.01,00:00,0.95240,0.96020,0.91900,0.92690,96204
2000.08.01,00:00,0.92650,0.92930,0.88380,0.88880,3815
2000.09.01,00:00,0.88850,0.90450,0.84370,0.88480,4903
2000.10.01,00:00,0.88380,0.88650,0.82250,0.84910,4010
2000.11.01,00:00,0.84810,0.87970,0.83660,0.87290,4437
2000.12.01,00:00,0.87190,0.94330,0.86980,0.94260,4079
