2008.12.23,00:00,1.39470,1.40210,1.39150,1.39250,13573
2008.12.24,00:00,1.39240,1.40180,1.39180,1.39680,8183
2008.12.26,00:00,1.40620,1.41150,1.40180,1.40250,3503
2008.12.29,00:00,1.40730,1.43600,1.39140,1.39580,15769
2008.12.30,00:00,1.39570,1.42180,1.39390,1.41080,14608
2008.12.31,00:00,1.41070,1.41450,1.38490,1.39170,9585
2009.01.02,00:00,1.39640,1.39860,1.38400,1.39200,8591
2009.01.05,00:00,1.38850,1.39620,1.35460,1.36280,18168
2009.01.06,00:00,1.36290,1.36580,1.33130,1.34980,20342
2009.01.07,00:00,1.35000,1.37460,1.34320,1.36550,19615
2009.01.08,00:00,1.36560,1.37970,1.35330,1.37030,20840
2009.01.09,00:00,1.37040,1.37500,1.34140,1.34770,28856
2009.01.12,00:00,1.34610,1.34620,1.32890,1.33660,27871
2009.01.13,00:00,1.33640,1.33700,1.31400,1.31800,33206
2009.01.14,00:00,1.31790,1.33360,1.30930,1.31600,29393
2009.01.15,00:00,1.31640,1.32390,1.30260,1.31370,32323
2009.01.16,00:00,1.31360,1.33430,1.31360,1.32660,29877
2009.01.19,00:00,1.33510,1.33850,1.30580,1.30610,22922
2009.01.20,00:00,1.30620,1.31050,1.28550,1.28580,32883
2009.01.21,00:00,1.28590,1.30850,1.28240,1.30660,34845
2009.01.22,00:00,1.30650,1.30820,1.29060,1.30170,31481
2009.01.23,00:00,1.30160,1.30330,1.27640,1.29740,29944
2009.01.26,00:00,1.29180,1.32360,1.28610,1.32060,33066
2009.01.27,00:00,1.32070,1.33290,1.31180,1.31830,35220
2009.01.28,00:00,1.31840,1.33260,1.31020,1.31520,37551
2009.01.29,00:00,1.31510,1.31780,1.29320,1.29380,27469
2009.01.30,00:00,1.29370,1.29400,1.27630,1.28120,33182
2009.02.02,00:00,1.27510,1.28990,1.27060,1.28140,26899
2009.02.03,00:00,1.28150,1.30570,1.28000,1.30160,30261
2009.02.04,00:00,1.30170,1.30700,1.28120,1.28340,30687
2009.02.05,00:00,1.28350,1.29040,1.27600,1.27860,27400
2009.02.06,00:00,1.27870,1.29910,1.27470,1.29390,24694
2009.02.09,00:00,1.29700,1.30850,1.28730,1.29990,23437
2009.02.10,00:00,1.30000,1.30740,1.28090,1.29070,30812
2009.02.11,00:00,1.29060,1.29970,1.28330,1.28850,26897
2009.02.12,00:00,1.28860,1.29430,1.27210,1.28940,29589
2009.02.13,00:00,1.28930,1.29420,1.28200,1.28610,23414
2009.02.16,00:00,1.27920,1.28240,1.27260,1.27950,16618
2009.02.17,00:00,1.27940,1.28000,1.25620,1.25780,27523
2009.02.18,00:00,1.25770,1.26400,1.25120,1.25540,26363
2009.02.19,00:00,1.25550,1.27590,1.25390,1.26850,24049
2009.02.20,00:00,1.26860,1.28830,1.25570,1.28250,27046
2009.02.23,00:00,1.28180,1.29910,1.26910,1.27090,25997
2009.02.24,00:00,1.27070,1.28760,1.26620,1.28690,27202
2009.02.25,00:00,1.28680,1.28980,1.26900,1.27200,19398
2009.02.26,00:00,1.27210,1.28100,1.26810,1.27330,16973
2009.02.27,00:00,1.27340,1.27500,1.26030,1.26680,21233
2009.03.02,00:00,1.26160,1.26310,1.25450,1.25570,19299
2009.03.03,00:00,1.25590,1.26770,1.25210,1.25420,18612
2009.03.04,00:00,1.25410,1.26630,1.24560,1.26490,19133
2009.03.05,00:00,1.26500,1.26530,1.24800,1.25410,20089
2009.03.06,00:00,1.25400,1.27540,1.25360,1.26530,22044
2009.03.09,00:00,1.26750,1.27260,1.25550,1.25910,17998
2009.03.10,00:00,1.25900,1.28220,1.25890,1.27040,21928
2009.03.11,00:00,1.27050,1.28640,1.26160,1.28220,20764
2009.03.12,00:00,1.28230,1.29450,1.27310,1.28870,24234
2009.03.13,00:00,1.28880,1.29570,1.28620,1.29290,19266
2009.03.16,00:00,1.28490,1.30710,1.28480,1.29710,20469
2009.03.17,00:00,1.29700,1.30410,1.29310,1.30350,21704
2009.03.18,00:00,1.30360,1.35340,1.29860,1.34910,21040
2009.03.19,00:00,1.34900,1.37370,1.34160,1.36550,19895
2009.03.20,00:00,1.36560,1.37260,1.35170,1.35810,18808
2009.03.23,00:00,1.36560,1.37350,1.34850,1.36210,17262
2009.03.24,00:00,1.36220,1.36780,1.34310,1.34910,22666
2009.03.25,00:00,1.34920,1.36290,1.34180,1.35790,18254
2009.03.26,00:00,1.35800,1.36390,1.34930,1.35330,15101
2009.03.27,00:00,1.35320,1.35910,1.32560,1.32870,14961
2009.03.30,00:00,1.32210,1.32850,1.31120,1.32010,17674
2009.03.31,00:00,1.32020,1.33421,1.31730,1.32426,33210
2009.04.01,00:00,1.32381,1.32850,1.31661,1.32331,40213
2009.04.02,00:00,1.32336,1.35167,1.32336,1.34644,47723
2009.04.03,00:00,1.34641,1.34940,1.33646,1.34849,39563
2009.04.06,00:00,1.35142,1.35806,1.33571,1.33996,44239
2009.04.07,00:00,1.33997,1.34076,1.32261,1.32671,45005
2009.04.08,00:00,1.32674,1.33076,1.31478,1.32658,44973
2009.04.09,00:00,1.32657,1.33350,1.31260,1.31570,18048
2009.04.10,00:00,1.31560,1.31880,1.30890,1.31870,5378
2009.04.13,00:00,1.31900,1.33910,1.31260,1.33660,8147
2009.04.14,00:00,1.33670,1.33800,1.32250,1.32630,15148
2009.04.15,00:00,1.32620,1.32950,1.31460,1.32140,13805
2009.04.16,00:00,1.32130,1.32680,1.31260,1.31793,42654
2009.04.17,00:00,1.31796,1.31966,1.30167,1.30426,43539
2009.04.20,00:00,1.30406,1.30481,1.28889,1.29246,41912
2009.04.21,00:00,1.29247,1.29934,1.28967,1.29464,45356
2009.04.22,00:00,1.29456,1.30359,1.28844,1.30021,42943
2009.04.23,00:00,1.30026,1.31596,1.29794,1.31336,41444
2009.04.24,00:00,1.31331,1.33004,1.31124,1.32411,32090
2009.04.27,00:00,1.32443,1.32443,1.29985,1.30171,46455
2009.04.28,00:00,1.30191,1.31655,1.29637,1.31353,43965
2009.04.29,00:00,1.31354,1.33402,1.31198,1.32521,48810
2009.04.30,00:00,1.32524,1.33850,1.31912,1.32236,50764
2009.05.01,00:00,1.32237,1.33278,1.32177,1.32701,30991
2009.05.04,00:00,1.32828,1.34244,1.32119,1.34165,37828
2009.05.05,00:00,1.34160,1.34366,1.32820,1.33100,17296
